date,Production_Line,Wk_Planned_Gain_Hours,Wk_Planned_HC,Wk_Volume,Shift
3/28/2019,MA-LOCK             ,0,0,                    ,2
3/28/2019,SH2 LOCK            ,16.6,2,                    ,1
3/28/2019,SH2 LOCK            ,0,0,                    ,2
3/28/2019,TRU-LOCK            ,0,0,                    ,2
3/28/2019,TRU-LOCK            ,24,6,                    ,1
3/28/2019,X-LOCK              ,0,0,                    ,2
3/28/2019,X-LOCK              ,8.3,1,                    ,1
3/28/2019,FUSION-FL           ,0,0,                    ,2
3/28/2019,FUSION-FL           ,40,5,                    ,1
3/28/2019,SL FUSION           ,43,5,                    ,1
3/28/2019,SL FUSION           ,0,0,                    ,2
3/28/2019,BSLCK-C13           ,53.5,8,                    ,2
3/28/2019,BSLCK-C17           ,24,4,                    ,2
3/28/2019,FB-C21              ,0,0,                    ,2
3/28/2019,FG-C10              ,0,0,                    ,2
3/28/2019,FG-C18              ,40.78,6,                    ,2
3/28/2019,FG-C188             ,0,0,                    ,2
3/28/2019,FGRIP-C11           ,0,0,                    ,2
3/28/2019,HIOC-C34            ,0,0,                    ,2
3/28/2019,FB-C21              ,94.7,12,                    ,1
3/28/2019,FG-C10              ,80.84,13,                    ,1
3/28/2019,FG-C18              ,47.31,6,                    ,1
3/28/2019,FG-C188             ,0,0,                    ,1
3/28/2019,FGRIP-C11           ,80.84,12,                    ,1
3/28/2019,HIOC-C34            ,17.8,0,                    ,1
3/28/2019,BSLCK-C13           ,62.01,8,                    ,1
3/28/2019,BSLCK-C17           ,62.01,8,                    ,1
3/28/2019,NDE/LE LOC          ,23.1,3,                    ,1
3/28/2019,NDE/LE LOC          ,0,0,                    ,2
3/28/2019,ADCO-C1             ,43,8,                    ,2
3/28/2019,ADCO-C1             ,60,8,                    ,1
3/28/2019,CONTROL-C2          ,40.95,6,                    ,1
3/28/2019,DENALI-C36          ,92.1,11,                    ,1
3/28/2019,TOUCH-C12           ,55,8,                    ,1
3/28/2019,TOUCH-C14           ,0,0,                    ,1
3/28/2019,NEXIA-C3            ,73.89,9,                    ,1
3/28/2019,NEXIA-C3            ,0,0,                    ,2
3/28/2019,ZIGBEE-C38          ,0.5,0,                    ,1
3/28/2019,ZIGBEE-C38          ,0,0,                    ,2
3/28/2019,CONNECTC31          ,95.56,13,                    ,2
3/28/2019,CONTROL-C2          ,35.3,7,                    ,2
3/28/2019,DENALI-C36          ,79.36,11,                    ,2
3/28/2019,KPD-L-C7            ,62.41,9,                    ,2
3/28/2019,KPD-L-C8            ,62.41,9,                    ,2
3/28/2019,KPL-C4              ,73.89,11,                    ,2
3/28/2019,KPL-C6              ,73.89,11,                    ,2
3/28/2019,SENSE-C9            ,0,0,                    ,2
3/28/2019,TOUCH-C12           ,83,13,                    ,2
3/28/2019,TOUCH-C14           ,83,13,                    ,2
3/28/2019,CONNECTC31          ,109.7,13,                    ,1
3/28/2019,KPD-L-C7            ,72.39,9,                    ,1
3/28/2019,KPD-L-C8            ,72.39,9,                    ,1
3/28/2019,KPL-C4              ,85.66,11,                    ,1
3/28/2019,KPL-C6              ,85.66,11,                    ,1
3/28/2019,SENSE-C9            ,79.6,0,                    ,1
3/28/2019,DECO-C24            ,63.82,10,                    ,2
3/28/2019,DECO-C35            ,63.82,10,                    ,2
3/28/2019,F10-C19             ,56.47,8,                    ,2
3/28/2019,F10MTS-C20          ,56.47,8,                    ,2
3/28/2019,F10MTS-C27          ,0,0,                    ,2
3/28/2019,F170-C16            ,18.13,4,                    ,2
3/28/2019,F40-C23             ,52.8,8,                    ,2
3/28/2019,F40-C25             ,61.23,8,                    ,2
3/28/2019,F40-C26             ,61.23,8,                    ,2
3/28/2019,F40-C32             ,51.73,8,                    ,2
3/28/2019,F51-C15             ,0,0,                    ,2
3/28/2019,F51-C22             ,52.11,8,                    ,2
3/28/2019,F51-C30             ,0,0,                    ,2
3/28/2019,FCUST-C28           ,0,0,                    ,2
3/28/2019,FCUST-C29           ,30.84,5,                    ,2
3/28/2019,DECO-C24            ,72.33,10,                    ,1
3/28/2019,DECO-C35            ,0,0,                    ,1
3/28/2019,F10-C19             ,65.51,8,                    ,1
3/28/2019,F10MTS-C20          ,0,0,                    ,1
3/28/2019,F10MTS-C27          ,65.51,8,                    ,1
3/28/2019,F40-C23             ,61.23,8,                    ,1
3/28/2019,F40-C25             ,0,0,                    ,1
3/28/2019,F40-C26             ,0,0,                    ,1
3/28/2019,F40-C32             ,29.03,8,                    ,1
3/28/2019,F51-C15             ,60.45,8,                    ,1
3/28/2019,F51-C22             ,60.45,8,                    ,1
3/28/2019,F51-C30             ,33,5,                    ,1
3/28/2019,FCUST-C28           ,2.7,1,                    ,1
3/28/2019,FCUST-C29           ,35.77,5,                    ,1
3/28/2019,F170-C16            ,46.26,6,                    ,1
3/29/2019,A LOCK              ,8.6,1,                    ,1
3/29/2019,A LOCK              ,0,0,                    ,2
3/29/2019,AL LOCK             ,0,0,                    ,2
3/29/2019,AL LOCK             ,86.9,9,                    ,1
3/29/2019,L LOCK              ,74,9,                    ,1
3/29/2019,L LOCK              ,20,3,                    ,2
3/29/2019,ND LOCK             ,98,12,                    ,1
3/29/2019,ND LOCK             ,18.2,5,                    ,2
3/29/2019,MA-LOCK             ,5,1,                    ,1
3/29/2019,MA-LOCK             ,0,0,                    ,2
3/29/2019,SH2 LOCK            ,16.6,2,                    ,1
3/29/2019,SH2 LOCK            ,0,0,                    ,2
3/29/2019,TRU-LOCK            ,0,0,                    ,2
3/29/2019,TRU-LOCK            ,24,6,                    ,1
3/29/2019,X-LOCK              ,0,0,                    ,2
3/29/2019,X-LOCK              ,8.3,1,                    ,1
3/29/2019,FUSION-FL           ,40,5,                    ,1
3/29/2019,FUSION-FL           ,0,0,                    ,2
3/29/2019,SL FUSION           ,43,5,                    ,1
3/29/2019,SL FUSION           ,0,0,                    ,2
3/29/2019,BSLCK-C13           ,53.5,8,                    ,2
3/29/2019,BSLCK-C17           ,24,4,                    ,2
3/29/2019,FB-C21              ,0,0,                    ,2
3/29/2019,FG-C10              ,0,0,                    ,2
3/29/2019,FG-C18              ,40.78,6,                    ,2
3/29/2019,FG-C188             ,0,0,                    ,2
3/29/2019,FGRIP-C11           ,0,0,                    ,2
3/29/2019,HIOC-C34            ,0,0,                    ,2
3/29/2019,FB-C21              ,94.7,12,                    ,1
3/29/2019,FG-C10              ,80.84,13,                    ,1
3/29/2019,FG-C18              ,47.31,6,                    ,1
3/29/2019,FG-C188             ,0,0,                    ,1
3/29/2019,FGRIP-C11           ,80.84,12,                    ,1
3/29/2019,HIOC-C34            ,17.8,0,                    ,1
3/29/2019,BSLCK-C13           ,62.01,8,                    ,1
3/29/2019,BSLCK-C17           ,62.01,8,                    ,1
3/29/2019,NDE/LE LOC          ,0,0,                    ,2
3/29/2019,NDE/LE LOC          ,23.1,3,                    ,1
3/29/2019,ADCO-C1             ,60,8,                    ,1
3/29/2019,ADCO-C1             ,43,8,                    ,2
3/29/2019,CONTROL-C2          ,40.95,6,                    ,1
3/29/2019,DENALI-C36          ,92.1,11,                    ,1
3/29/2019,TOUCH-C12           ,55,8,                    ,1
3/29/2019,TOUCH-C14           ,0,0,                    ,1
3/29/2019,NEXIA-C3            ,73.89,9,                    ,1
3/29/2019,NEXIA-C3            ,0,0,                    ,2
3/29/2019,ZIGBEE-C38          ,0.5,0,                    ,1
3/29/2019,ZIGBEE-C38          ,0,0,                    ,2
3/29/2019,CONNECTC31          ,95.56,13,                    ,2
3/29/2019,CONTROL-C2          ,35.3,7,                    ,2
3/29/2019,DENALI-C36          ,79.36,11,                    ,2
3/29/2019,KPD-L-C7            ,62.41,9,                    ,2
3/29/2019,KPD-L-C8            ,62.41,9,                    ,2
3/29/2019,KPL-C4              ,73.89,11,                    ,2
3/29/2019,KPL-C6              ,73.89,11,                    ,2
3/29/2019,SENSE-C9            ,0,0,                    ,2
3/29/2019,TOUCH-C12           ,83,13,                    ,2
3/29/2019,TOUCH-C14           ,83,13,                    ,2
3/29/2019,CONNECTC31          ,109.7,13,                    ,1
3/29/2019,KPD-L-C7            ,72.39,9,                    ,1
3/29/2019,KPD-L-C8            ,72.39,9,                    ,1
3/29/2019,KPL-C4              ,85.66,11,                    ,1
3/29/2019,KPL-C6              ,85.66,11,                    ,1
3/29/2019,SENSE-C9            ,79.6,0,                    ,1
3/29/2019,DECO-C24            ,63.82,10,                    ,2
3/29/2019,DECO-C35            ,63.82,10,                    ,2
3/29/2019,F10-C19             ,56.47,8,                    ,2
3/29/2019,F10MTS-C20          ,56.47,8,                    ,2
3/29/2019,F10MTS-C27          ,0,0,                    ,2
3/29/2019,F170-C16            ,18.13,4,                    ,2
3/29/2019,F40-C23             ,52.8,8,                    ,2
3/29/2019,F40-C25             ,61.23,8,                    ,2
3/29/2019,F40-C26             ,61.23,8,                    ,2
3/29/2019,F40-C32             ,51.73,8,                    ,2
3/29/2019,F51-C15             ,0,0,                    ,2
3/29/2019,F51-C22             ,52.11,8,                    ,2
3/29/2019,F51-C30             ,0,0,                    ,2
3/29/2019,FCUST-C28           ,0,0,                    ,2
3/29/2019,FCUST-C29           ,30.84,5,                    ,2
3/29/2019,DECO-C24            ,72.33,10,                    ,1
3/29/2019,DECO-C35            ,0,0,                    ,1
3/29/2019,F10-C19             ,65.51,8,                    ,1
3/29/2019,F10MTS-C20          ,0,0,                    ,1
3/29/2019,F10MTS-C27          ,65.51,8,                    ,1
3/29/2019,F40-C23             ,61.23,8,                    ,1
3/29/2019,F40-C25             ,0,0,                    ,1
3/29/2019,F40-C26             ,0,0,                    ,1
3/29/2019,F40-C32             ,29.03,8,                    ,1
3/29/2019,F51-C15             ,60.45,8,                    ,1
3/29/2019,F51-C22             ,60.45,8,                    ,1
3/29/2019,F51-C30             ,33,5,                    ,1
3/29/2019,FCUST-C28           ,2.7,1,                    ,1
3/29/2019,FCUST-C29           ,35.77,5,                    ,1
3/29/2019,F170-C16            ,46.26,6,                    ,1
4/1/2019,A LOCK              ,17.8,2,                    ,1
4/1/2019,A LOCK              ,0,0,                    ,2
4/1/2019,AL LOCK             ,72,7,                    ,1
4/1/2019,AL LOCK             ,26,5,                    ,2
4/1/2019,L LOCK              ,75,9,                    ,1
4/1/2019,L LOCK              ,12,2,                    ,2
4/1/2019,ND LOCK             ,90,12,                    ,1
4/1/2019,ND LOCK             ,0,0,                    ,2
4/1/2019,MA-LOCK             ,0,0,                    ,2
4/1/2019,MA-LOCK             ,3.4,1,                    ,1
4/1/2019,SH2 LOCK            ,16,2,                    ,1
4/1/2019,SH2 LOCK            ,0,0,                    ,2
4/1/2019,TRU-LOCK            ,0,0,                    ,2
4/1/2019,TRU-LOCK            ,26,7,                    ,1
4/1/2019,X-LOCK              ,0,0,                    ,2
4/1/2019,X-LOCK              ,8,0,                    ,1
4/1/2019,FUSION-FL           ,0,0,                    ,2
4/1/2019,FUSION-FL           ,34,4,                    ,1
4/1/2019,SL FUSION           ,43,5,                    ,1
4/1/2019,SL FUSION           ,0,0,                    ,2
4/1/2019,BSLCK-C13           ,53.5,8,                    ,2
4/1/2019,BSLCK-C17           ,24,4,                    ,2
4/1/2019,FB-C21              ,55.33,9,                    ,2
4/1/2019,FG-C10              ,0,0,                    ,2
4/1/2019,FG-C18              ,40.78,6,                    ,2
4/1/2019,FG-C188             ,0,0,                    ,2
4/1/2019,FGRIP-C11           ,82.07,12,                    ,2
4/1/2019,HIOC-C34            ,0,0,                    ,2
4/1/2019,FB-C21              ,94.7,12,                    ,1
4/1/2019,FG-C10              ,80.84,13,                    ,1
4/1/2019,FG-C18              ,47.31,6,                    ,1
4/1/2019,FG-C188             ,0,0,                    ,1
4/1/2019,FGRIP-C11           ,80.84,12,                    ,1
4/1/2019,HIOC-C34            ,13.4,0,                    ,1
4/1/2019,BSLCK-C13           ,62.01,8,                    ,1
4/1/2019,BSLCK-C17           ,62.01,8,                    ,1
4/1/2019,NDE/LE LOC          ,24,3,                    ,1
4/1/2019,NDE/LE LOC          ,9,2,                    ,2
4/1/2019,ADCO-C1             ,0,0,                    ,2
4/1/2019,ADCO-C1             ,104,16,                    ,1
4/1/2019,CONTROL-C2          ,40.95,6,                    ,1
4/1/2019,DENALI-C36          ,92.1,11,                    ,1
4/1/2019,TOUCH-C12           ,94.62,13,                    ,1
4/1/2019,TOUCH-C14           ,0,0,                    ,1
4/1/2019,NEXIA-C3            ,0,0,                    ,1
4/1/2019,NEXIA-C3            ,0,0,                    ,2
4/1/2019,ZIGBEE-C38          ,4.4,0,                    ,1
4/1/2019,ZIGBEE-C38          ,0,0,                    ,2
4/1/2019,CONNECTC31          ,95.56,13,                    ,2
4/1/2019,CONTROL-C2          ,35.3,7,                    ,2
4/1/2019,DENALI-C36          ,79.36,11,                    ,2
